omop_cdm_code,"icd9_code","snomed_ct_code"
433403,"047.8","58170007"
443115,"816.01","208444006"
23868,"750.4","69771008"
139902,"708.0","40178009"
441202,"995.0","39579001"
312327,"410","57054005"
437779,"041.09","85769006"
80182,"710.3","396230008"
439842,"388.5","77949003"
78838,"736.6","5321004"
140273,"923.10","39812007"
439791,"308.0","309838005"
201622,"602.1","197973004"
437557,"373.31","36259009"
201344,"596.1","40046003"
374882,"215.9","286905003"
435508,"255.41","386584007"
440927,"V58.65","243872007"
192278,"250.22","190392008"
201820,"250.12","73211009"
377277,"369.01","88768004"
196049,"189.3","94123008"
436043,"141.8","109823006"
436996,"441.7","233984007"
201614,"574.41","36483003"
317296,"397.1","18687009"
439653,"345.50","193006008"
78833,"719.12","202405009"
139036,"428.40","371037005"
199863,"567.23","11836002"
316995,"411.81","63739005"
317576,"414.05","53741008"
438664,"E858.0","216612001"
439233,"962.3","212545006"
40480639,"441.03","444701000"
199958,"890.0","5353008"
200169,"698.0","90446007"
443858,"916.9","31116006"
80177,"711.05","267880006"
4051770,"924.2","211523008"
30163,"682.1","267779003"
373648,"918.0","63943002"
381301,"381.10","81564005"
318173,"440.30","234199000"
198192,"590.2","197772000"
74729,"727.43","202936005"
434459,"727.42","19354008"
4108676,"414","194854008"
4113680,"633.1","198620003"
435537,"352.5","24777009"
440748,"518.1","77690003"
4201717,"V44.2","302111002"
75389,"836.1","308849005"
194693,"614.6","197201009"
4110945,"402.1","194768006"
380378,"345.91","84757009"
437954,"717.49","21333004"
80492,"718.46","239739005"
444264,"444.81","82453008"
433083,"965.09","11196001"
433919,"965.01","13187008"
433951,"E980.3","111766000"
434223,"969.3","61438005"
434819,"969.4","81914009"
435220,"296.33","36474008"
437158,"E980.0","241748001"
440919,"965.02","60199004"
40421751,"E950.0","219108005"
438095,"190.8","109948008"
133835,"692.89","43116000"
432302,"304.23","191833002"
435237,"298.8","231437006"
436677,"309.89","17226007"
439986,"E855.2","216582004"
440923,"968.5","27795004"
440925,"E950.3","44301001"
440925,"E958.8","44301001"
444362,"E950.9","86849004"
4046893,"V69.8","134436002"
76545,"836.3","208929003"
4101723,"335.2","192890000"
197006,"455.9","31704005"
200562,"860.4","59190009"
201441,"860.2","44599007"
436832,"807.2","66112004"
441224,"150.0","371978009"
438170,"410.42","73795002"
438052,"E901.8","217602000"
439060,"529.4","9491003"
321879,"414.12","70390005"
439218,"E870.6","242991000"
192671,"535.51","74474003"
197324,"568.89","66579008"
441840,"307.9","404684003"
195314,"581.9","52254009"
374139,"743.20","413728006"
438884,"823.02","69166006"
199877,"622.7","55310007"
80553,"835.03","111649009"
195209,"211.5","271527007"
196364,"219.0","92056006"
137627,"705.1","72658003"
320116,"420.99","15555002"
133013,"742.59","81042008"
138099,"207.00","93451002"
313324,"786.04","309155007"
200773,"569.2","197216007"
375825,"388.72","12336008"
4103471,"V85.22","301331008"
439221,"E937.9","45376003"
4296024,"V61.03","76799001"
253607,"804.00","82601009"
436147,"529.0","45534005"
133737,"245.0","190293001"
134269,"003.1","49786009"
440001,"965.1","7248001"
195058,"739.9","87505004"
313221,"395.0","72011007"
443401,"756.89","363039000"
197036,"593.7","197811007"
432263,"174.3","93874009"
434329,"334.8","91502009"
140364,"246.0","190303007"
135489,"175.9","93884005"
4052931,"V20.0","160507001"
439030,"379.16","43645004"
436251,"813.04","33041006"
438923,"E831.1","215552002"
260936,"011.00","186175002"
435783,"295.80","58214004"
437523,"301.6","84466009"
438046,"E876.8","269691005"
440389,"319","91138005"
438778,"442.0","29495008"
4096673,"250.9","190422004"
23358,"874.4","964004"
315295,"398.91","82523003"
136025,"041.02","186380004"
195901,"730.25","8872002"
376793,"744.00","111339003"
436248,"820.9","361119006"
439666,"718.49","202264009"
4148263,"599","266565003"
192671,"569.85","74474003"
31317,"438.82","40739000"
376690,"348.5","2032001"
434056,"438.50","195239002"
133655,"943.01","80827001"
4104853,"345.1","192991000"
138996,"232.9","92749008"
375827,"381.01","194240006"
139757,"172.7","93641007"
377859,"360.33","6777006"
30978,"282.4","40108008"
257905,"491.1","74417001"
375801,"341.9","6118003"
200687,"250.43","421893009"
4178874,"553.0","50063009"
79908,"728.87","26544005"
434626,"301.83","20010003"
437127,"831.04","208759001"
4145492,"443","266260007"
375826,"389.14","68467004"
435440,"E858.1","216613006"
27419,"874.8","51411000"
193239,"562.03","56165008"
200137,"531.11","43694004"
372610,"310.2","40425004"
193439,"219.1","92021007"
380941,"054.3","9678009"
443695,"768.1","1762004"
79240,"996.42","213082003"
444285,"736.71","87465003"
437744,"992.5","95868006"
380839,"759.5","7199000"
432612,"317","86765009"
4061811,"V73.3","169690007"
28403,"253.0","267386008"
436077,"315.8","248290002"
438733,"318.2","31216003"
440691,"301.0","13601005"
195461,"008.41","32527003"
81424,"836.50","35106007"
432586,"V40.2","74732009"
437584,"438.84","20262006"
321234,"164.8","109384006"
434277,"041.5","91428005"
80811,"727.63","111244008"
140099,"336.2","60576007"
141090,"686.1","39629007"
138682,"053.11","21954000"
135157,"V45.00","302116007"
436366,"222.0","92428008"
373425,"198.4","94442001"
138858,"782.61","398979000"
4010838,"V21.0","102493007"
317248,"238.79","414027002"
437120,"838.09","63141004"
441700,"838.01","55126004"
138379,"204.10","92814006"
436230,"790.99","166318006"
438882,"815.04","7551007"
26711,"472.1","140004"
256723,"487.0","195878008"
440615,"994.9","71677004"
4077382,"272.3","275598004"
380375,"310.1","36217008"
312334,"423.2","85598007"
434557,"137.4","56717001"
73290,"718.4","7890003"
4151727,"724","268081009"
197913,"536.9","386211005"
193165,"255.8","30171000"
80497,"722.91","128049000"
192276,"274.10","190829000"
318736,"346.80","37796009"
436298,"995.7","370540009"
443430,"795.05","391147004"
4101602,"287.0","191306005"
4143350,"281","267515000"
133438,"204.11","92813000"
134305,"204.00","91857003"
197924,"574.31","197391003"
255454,"011.93","186193001"
434223,"E939.8","61438005"
435227,"269.8","70241007"
438941,"966.1","212619008"
4014231,"845.1","209545001"
436054,"186.0","94113004"
73300,"727.04","21794005"
141124,"747.9","9904008"
4105634,"355.7","193153009"
436864,"E855.0","269689002"
192361,"567.1","58710009"
196454,"569.61","197238009"
252655,"482.32","195886008"
375281,"382.00","14948001"
4100367,"295.0","191534004"
434820,"991.9","11925005"
78890,"841.9","269134004"
433084,"971.1","269269007"
75620,"716.17","201938008"
435119,"E989","14817008"
77650,"733.49","398199007"
378161,"388.9","25906001"
435810,"366.50","47337003"
440005,"999.0","35688006"
78149,"359.0","111501005"
201824,"223.3","91992005"
434003,"271.0","29633007"
439296,"433.20","195182007"
440577,"909.2","78523004"
438170,"410.40","73795002"
74731,"731.2","203357004"
432262,"162.0","94104001"
40481819,"780.94","442076002"
435533,"304.11","191825003"
440081,"304.10","231472009"
196951,"289.51","191382009"
197676,"789.1","80515008"
194703,"623.1","111420009"
76791,"736.30","67321002"
133228,"521.00","80967001"
133228,"521.09","80967001"
439391,"995.81","371778002"
72332,"386.31","41674001"
4345578,"728.88","240131006"
138387,"242.80","90739004"
438107,"212.6","92437008"
441818,"228.09","400210000"
22856,"258.9","111546006"
23799,"478.25","195834004"
77635,"716.54","118933004"
373087,"997.00","87536007"
432863,"286.7","25904003"
4052821,"873","210322007"
139759,"200.08","95230004"
195195,"202.86","93192003"
432594,"268.2","4598005"
200675,"236.2","94974001"
435781,"269.0","52675005"
74949,"386.48","66410001"
73041,"807.05","17633000"
434769,"807.4","78011002"
72990,"715.34","90860001"
78505,"715.17","201837004"
81634,"611.81","248804005"
443577,"389.16","428887009"
438698,"200.81","93195001"
78607,"884.1","87969000"
192367,"622.10","73391008"
24969,"464.50","45913009"
440600,"E968.7","242903006"
434961,"440.4","405557003"
440982,"279.12","36070007"
439234,"972.1","56951005"
437251,"227.3","271479005"
193512,"453.3","195438008"
372627,"368.12","36994005"
375275,"378.31","40608009"
443539,"E817.9","407153006"
435904,"717.1","9771006"
441579,"410.31","76593002"
74250,"945.02","11980003"
197163,"942.00","52405000"
433667,"978.4","12251002"
254676,"517.8","196131004"
438172,"429.71","194863005"
197484,"009.3","43240000"
380731,"380.12","3135009"
4129404,"880.03","125648005"
27321,"536.2","196746003"
75043,"719.16","202413005"
256811,"748.1","128274005"
380818,"738.19","111270009"
440676,"237.5","189484008"
439941,"812.44","80767005"
375529,"343.3","230772000"
196051,"184.8","109878000"
200052,"183.8","94126000"
312358,"582.89","20917003"
381308,"373.13","76126009"
374023,"345.70","241006"
78228,"718.90","398993007"
80802,"715.20","201847001"
433471,"362.16","61267008"
373470,"357.7","45600000"
260434,"508.0","196047000"
435236,"295.74","191572009"
4299574,"698.4","402736003"
81496,"015.00","35984006"
4295261,"V49.81","76498008"
79165,"813.03","29045004"
436658,"269.2","85670002"
4093309,"091.3","186850003"
199876,"618","73998008"
434688,"623.3","63765009"
4046500,"533.00","12274003"
138278,"848.8","209409002"
433664,"E900.0","217593006"
434254,"992.0","212937007"
192836,"152.9","94048009"
199913,"736.79","88562000"
432260,"150.3","372023003"
441579,"410.32","76593002"
196455,"572.4","51292008"
435723,"998.13","239159001"
4008089,"009.2","111939009"
197328,"569.5","24557004"
74723,"713.5","67536000"
197145,"879.6","5715001"
442325,"680.7","44361004"
444090,"716.97","118932009"
435231,"305.23","191895007"
435149,"V54.09","90354008"
436675,"307.1","56882008"
4112816,"V12.69","196057004"
74855,"054.19","33839006"
75341,"716.37","201983009"
138389,"216.4","189064000"
194410,"608.81","198056001"
438399,"295.94","26847009"
442753,"680.2","67272008"
4103255,"295.3","191557005"
4105330,"295.92","29599000"
81936,"716.66","220000"
136934,"252.01","36348003"
192958,"593.0","9918001"
195363,"753.3","44513007"
198198,"623.7","29609001"
374022,"342.81","50582007"
377298,"380.23","53295002"
381312,"389.12","73371001"
438630,"E926.9","218190002"
440930,"990","20558004"
81983,"839.8","287096003"
442805,"E818.7","214545005"
314368,"394.2","194726006"
133280,"704.09","56317004"
192885,"355.5","47374004"
436140,"456.6","48868008"
76504,"730.88","111252006"
374335,"324.9","192737006"
75365,"788.5","271845002"
194393,"447.4","9250002"
318443,"440.8","72092001"
435443,"E884.3","17886000"
439221,"E944.4","45376003"
74450,"718.55","267934008"
192279,"250.4","127013003"
74189,"844.2","60058008"
80269,"996.46","213104001"
80269,"996.47","213104001"
439394,"744.9","398302004"
40480077,"996.45","441698009"
315558,"440.29","51274000"
74444,"712.96","429420005"
444437,"752.49","88825008"
133436,"242.81","29028009"
433111,"994.2","212966005"
433187,"364.9","17657000"
4089979,"088.8","186827009"
317801,"171.4","94062002"
31610,"530.9","37657006"
134718,"704.1","399939002"
192858,"256.1","111549004"
200837,"751.4","69248007"
435255,"365.32","52519003"
433064,"912.8","211186008"
28115,"227.4","92294001"
201614,"574.70","36483003"
441555,"362.15","84884003"
76002,"996.54","45945004"
75344,"722","36427004"
28461,"527.1","45338009"
80946,"110.2","48971001"
140172,"690.8","54792008"
197320,"584.8","14669001"
376103,"362.10","399625000"
440379,"304.02","191820008"
440891,"970.8","61803000"
4105880,"V01.6","281635007"
193256,"571.0","50325005"
197981,"789.61","43478001"
4055208,"571.4","197288001"
133154,"203.1","95210003"
372828,"053.29","87513003"
138415,"359.6","193246009"
313223,"446.4","195353004"
260754,"482.2","70036007"
378154,"368.45","1151008"
73302,"737.9","64217002"
443239,"433.80","266253001"
80861,"808.42","36417005"
81707,"825.23","9808005"
433992,"296.42","191621009"
441298,"376.13","56733003"
375528,"342.1","79633009"
438392,"278.8","302872003"
378597,"872.02","83513002"
436551,"814.06","357009"
442023,"E980.4","269736006"
4104857,"345.4","193004006"
372635,"371.40","111521006"
380725,"371.71","14748007"
140191,"730.26","21120002"
193863,"755.69","253937004"
439105,"716.13","201934005"
433659,"998.83","239169007"
437474,"998.51","33910007"
440558,"834.02","125802004"
435951,"823.22","208629000"
436840,"827.1","22225000"
136779,"716.93","128132009"
320299,"996.83","233932001"
432595,"277.39","17602002"
432895,"366.15","78875003"
440058,"200.80","93199007"
198101,"214.1","188990009"
4012590,"826","208723007"
195926,"788.62","84471002"
196734,"602.8","30281009"
312938,"437.2","50490005"
133424,"193","94098005"
436073,"290.8","69322001"
441856,"364.54","25859000"
79884,"611.6","78622004"
432741,"795.79","309571001"
193636,"939.0","43016002"
74786,"862.29","27817002"
75053,"V54.19","125605004"
437489,"053.79","49183009"
4085075,"V87.2","281694009"
196715,"453.0","82385007"
313011,"746.87","10818008"
436263,"873.63","42744004"
439053,"526.81","111347003"
4119298,"493.1","233679003"
194516,"864.01","24179004"
256571,"932","74699008"
4273095,"464.10","64369009"
374907,"333.3","192848006"
444115,"727.89","10597006"
197667,"753.5","61758007"
443207,"995.94","251526004"
193170,"271.4","267430007"
4178964,"145.5","363390005"
253788,"471.8","52756005"
320342,"196.8","94396003"
73913,"943.05","57143002"
4059996,"945","212013005"
440129,"478.0","17467004"
72618,"728.3","75047002"
194406,"599.69","7163005"
436289,"989.81","78814009"
436289,"E866.8","78814009"
443562,"833.02","429630006"
372721,"747.81","65587001"
317002,"458.2","45007003"
433931,"E858.3","216615004"
436295,"972.6","111769007"
437743,"962.7","9408000"
260134,"464.4","71186008"
4019385,"719.6","11568002"
4104710,"332","192831003"
138906,"910.8","28417005"
4112352,"464.3","195701009"
440142,"519.3","49483002"
441818,"228.00","400210000"
75488,"170.2","372028007"
374655,"383.9","52404001"
197319,"583.0","197589005"
197672,"788.37","165232002"
200147,"602.2","29524003"
438476,"588.1","111395007"
77815,"213.2","269483007"
196821,"788.7","9957009"
200771,"533.91","54157007"
318174,"451.89","61599003"
433128,"997.99","116223007"
194475,"786.8","65958008"
441852,"363.50","74469006"
444229,"968.9","111764002"
4110946,"404.9","194782006"
436091,"320.82","95883001"
440104,"364.59","95709007"
376709,"379.93","18628002"
256439,"477.0","21719001"
444211,"718.95","128135006"
432454,"783.5","17173007"
438872,"783.6","267023007"
4147034,"995.5","269286001"
4149383,"V77.8","268551005"
433993,"301.51","24315006"
198475,"560.31","37976006"
78243,"756.11","80712009"
77079,"724.09","76107001"
318766,"379.26","3044008"
320739,"441.00","308546005"
434789,"852.02","87020000"
77701,"807.06","89636007"
436988,"376.51","194029009"
434033,"363.20","46627006"
196431,"446.2","60555002"
196431,"446.29","60555002"
138936,"952.4","405753002"
201614,"574.40","36483003"
4051110,"V16.6","160292002"
4319325,"V45.79","95428004"
4330220,"V16.49","430954001"
321315,"426.54","86014007"
380701,"331.82","80098002"
78162,"386.19","50438001"
441266,"265.1","399357009"
4065991,"681","200628009"
443504,"967.4","212635001"
4095304,"194.3","188339002"
76150,"569.41","54609002"
437514,"270.5","44176004"
199068,"623.6","53162000"
376979,"366.41","43959009"
312327,"410.72","57054005"
434875,"197.1","94409002"
25189,"145.9","363505006"
28083,"149.0","93961004"
192261,"157.8","109848009"
436288,"989.4","241783002"
132853,"204.90","188725004"
134603,"205.10","92818009"
141124,"747.89","9904008"
197024,"562.02","70375006"
200836,"747.61","128347007"
440276,"996.61","31871009"
4140207,"587","32916005"
193998,"235.5","189361002"
317895,"405.11","123799005"
4230975,"V45.72","89296000"
380942,"062.1","47523006"
317000,"416.1","45650007"
378417,"333.6","22451001"
72712,"727.40","240205003"
197444,"997.79","28104001"
136779,"715.93","128132009"
432411,"736.72","37718006"
436799,"754.71","205091006"
438929,"998.7","90806009"
4054550,"878.2","210429002"
381021,"374.20","60735000"
81286,"359.4","66952001"
436089,"305.62","191919001"
440387,"304.30","85005007"
201727,"911.8","28388008"
438324,"E947.0","79815000"
75954,"842.13","38540001"
192675,"571.6","1761006"
196733,"597.81","31273004"
440491,"712.26","267886000"
4270866,"708.3","402410006"
196465,"599.4","74944002"
133835,"692.1","43116000"
4064298,"658.2","199668001"
318186,"530.0","45564002"
192667,"535.1","84568007"
374882,"215.7","286905003"
197803,"151.8","109836006"
436082,"279.10","398271008"
439000,"279.19","398293003"
380402,"370.03","7426009"
439081,"625.4","82639001"
257315,"482.89","53084003"
433997,"228.1","400178008"
377572,"388.10","19653005"
380095,"353.8","304782008"
4109722,"377.53","194059004"
141305,"389.15","194425006"
377865,"368.55","71676008"
433456,"338.18","274663001"
